region	ctcf	H3K9me3	H3K27ac	DNAse_seq	Methyl	Repli
36	-0.004883421505169227	0.08540037360792117	-0.04546696382877282	-0.05613887536762655	-0.059531362361048196	-0.09481832290095203
37	0.006665682692237858	0.020046753102375376	-0.02109999536501897	-0.03330466342271544	0.023944058594745715	0.01434616907166532
38	-0.03314462803070373	0.047099927082940286	0.010267670182549572	0.020933185906217084	-0.018808152309558	-0.1711994495694907
39	-0.018002348882399793	0.1536875746899448	-0.033905580869688326	-0.07974456621357108	-0.11769003288483772	-0.23000331291961823
40	0.017448408381776203	0.13187610183723666	-0.027195999089062207	-0.04044485342086687	-0.03626876852192761	-0.1670965687421293
41	3.8903414664124593e-4	-0.07667644123848931	0.006747250537511621	-2.053004018256459e-4	-0.017949560202501328	0.004991745287371683
42	-0.007727787347478543	0.092888138048920807	-0.0241010784079296	-0.038641837016147956	-0.03375681241192879	-0.04180758531210244
43	-0.022266652344750712	0.004758334952336978	-0.06472841700938399	-0.10494876787471442	-0.05072747855600563	0.03646488083005503
44	-0.02995781886796703	0.015586673013691868	-0.06178485312280803	-0.10970965936166974	-0.03941897833349545	0.07125407958728376
45	8.256268280700444e-4	0.08672379725419196	-0.0388833365595776	-0.02010208352779931	-0.0846606471192785	0.01565137293874033
46	-0.06747201672421929	0.07330755297314895	0.011418584486128341	-0.02855263973176811	-0.028339237601018405	-0.035872435823281174
47	0.03822303708561655	-0.038865555367049893	-0.04690239363216837	-0.03478593556592134	0.031151342277246474	0.0496853762153311
48	-0.022500483959236914	0.07335562935132811	0.042520268135826746	0.030201726576553546	-0.050640176223349494	-0.0046716205435126884
49	-0.01649196357952442	0.02718370717398801	1.8565958356741712e-4	-0.054832308597704986	-0.05962786504437148	-0.11950113297573525
50	0.004045951613595525	0.13217645540823786	-0.012212754458357697	-0.08683240795770522	-0.07820007932539373	-0.1645474082913007
51	0.030274119973832232	0.10584705362999644	-0.05190067724791034	-0.13032205047540074	-0.1227601488231254	-0.2682616402747238
52	-0.024928843981308766	0.021708076196845554	-0.052260897883782874	-0.06891561218166371	0.005965946437756748	-0.12811915004747698
53	0.056345089707922444	-0.004267409066348167	-0.04639013833243517	-0.03714849167646796	-0.06547896404380678	-0.07828419780376003
54	-0.010529896760745555	-0.019358763367927533	0.0363905800090776	-0.002465353608132488	-0.12701278333636315	-0.010298157034461079
55	0.00478784628814073	0.06418430965554059	-0.007444026036183873	-0.04238699089584777	-0.010514572377344425	0.0041030746068486616
56	-0.02596495772727471	0.10933728283443722	-0.028835713037352932	-0.04991771464845225	-0.11309885121152947	-0.13711138708033418
57	0.03235527450977223	0.07811635176744762	-0.004148480098336987	-0.024317141620643207	0.01909527567717965	-0.19784530538606887
58	0.03814442146178588	-0.0026232470613352546	0.013516141010161528	0.012905655117150734	0.016064310613155268	-0.04743096255921423
59	-0.050005883001249835	0.09119797365484125	-0.005729504296786395	-0.03555237049379645	-0.049929424515976914	-0.12517966469887057
60	-0.03034797630659647	0.040072569805077736	-0.011865598174136738	-0.012129342796785462	-0.03448743339128972	0.0663265910937123
61	0.03475058327706315	0.07793153492653189	-0.014313655291594443	-0.03212583047163525	-0.04918544656031113	-0.12768826301041453
62	-0.02295727679109774	0.04671670922000841	-0.033169418403054395	-0.03258241546189096	0.025463197223753935	-0.08053999659441392
63	0.010687975177629856	0.036082441554049355	-0.014533318138782322	-0.03280843637789774	-0.01969867023049449	-0.0486299397337425
64	0.04483206410552605	0.030693691213872512	-3.7958776469755053e-4	-0.013630896056374863	-0.01718634002972977	-0.06337101350739188
65	0.004606262776084901	0.022040109585381978	-0.028639076851439838	0.012084767288975983	-6.711357431241408e-4	-0.13559660749489386
66	-0.0075080895204697	0.016110183233441877	-0.03823598575298267	-0.042451324057797564	0.005907511806957108	0.020874711772617034
67	0.115272692278628	0.04774443361344075	-0.0263931241380764	-0.017166828273921932	-0.03809559198222035	-0.09786750192876557
68	0.03703925584352682	-0.02688264069822616	0.02839631493333898	0.010750693393296349	0.009069960311106634	-0.10911544160814624
69	0.028618741687894685	0.053912992007354374	-0.033026383228439406	-0.048867569872714976	-0.031199690011690304	-0.14218125043092184
70	0.0020675345318975353	0.07537246866007624	-0.031095693398506638	-0.06712178496857998	0.005004640814352358	0.060268148170151366
71	-0.04342549168112516	0.1926315582208208	-0.07384396904376474	-0.08037052570452932	-0.15566657193927622	-0.37287401800487463
72	-0.024922543065960125	0.02120024753858934	0.03287210129223868	-0.00635868050813718	-0.0410798838655249	-0.07419765487947
73	0.030268690092344046	0.11492847101766264	0.0404498200004386	0.02284515533057696	-0.041937653627735445	-0.048544216069735385
74	-9.463113549850088e-5	0.04292317551500422	3.34677453400773e-4	-0.01023039227103425	-0.06082158421864237	0.0032030249030453374
75	-0.03654333223198241	0.050339977184405395	-0.05810750268535164	-0.028789521773902996	-0.07690398960183698	-0.357768387443615
76	0.0024656395909834357	0.12830862199538834	-0.044324899393382605	-0.05224513279218241	-0.10226380016646403	0.12323731167037492
77	-0.05133843507974327	0.05226448316856651	-0.02767553973280631	-0.05301139950406325	-0.10305444151005645	-0.2477793319100138
78	-0.042366817933737554	0.0494569478861702	-0.03878661562857592	-0.05810486928699207	-0.018739327555429883	-0.13344576651472315
79	-0.010126089564556514	0.031506676038714106	-0.03308727764357179	-0.03783066105902361	-0.014460403677974413	-0.0019331152546391262
80	-0.05926935574288335	0.08396959197715306	0.091836304910284	-0.03478686366573463	-0.013541037193246168	-0.302934678385061
81	0.002075657960460128	0.015204790974034571	0.011485305931231286	0.01706853525243877	-0.005099094400950396	-0.007780509259626249
82	-0.024700900629960165	-0.008428406619089474	-0.03277315863611692	-0.04427612321362874	-0.051562200080884246	0.04009836916176046
83	-0.03391072042033088	0.04766865081320747	-0.010059315649332011	-0.03930293240350749	-0.03794183363435136	-0.12609510678843822
84	0.026427831477571894	0.22910378367821235	0.035460997214163924	0.051114592172965476	-0.00709948966249427	-0.4010962765142168
85	0.006514049766052678	-0.010239881225843081	-0.016120371881147566	-0.035748689409575984	-0.010748401122884985	0.052983075175511214
86	-0.008594474706654908	0.014382188096991917	-0.040796752235336804	-0.04575312018799255	0.049292193701969356	-0.025089289879003426
87	0.018241930648912635	0.06487046892441924	-0.053378934448234903	-0.05598324290820284	-0.10678127155543529	-0.16780249077020337
88	-0.04345266553426485	0.09431089504533519	-0.05865678826808335	-0.07899581800983357	-0.05620461081186363	-0.11449619388115989
89	-0.0200098309555152	0.006622357124508387	-0.052267768830713025	-0.03959734261408376	0.09398542443647355	-0.1485214753266438
90	-0.03163428445150378	-0.014245967950223043	0.018280243998240134	-0.013570512442218335	-0.05089629861144977	-0.07035233644315791
91	-0.05667176410100111	0.02558196248884281	-0.054653575658319645	-0.06410776796146118	-0.011399779962729052	-0.17331129620237856
92	0.003142680126462409	0.0750250909603701	-0.046236551863052956	-0.044007968537244486	-0.09627541720824255	-0.14715357219787498
93	0.09879858317098848	-0.011889747382392856	-0.02634144389659798	-0.0035756356230740123	0.07650036443820211	-0.08906907624778002
94	0.00875324124897954	0.005059989602302624	0.0031477249342979218	-0.007360466855496462	0.03773345979125031	-0.11085732814526199
95	0.02018922614376008	0.0340054523103221	0.010093902873266211	0.013313183030377668	-0.006925675251311312	0.08249520136812828
96	-0.013484297258816074	0.02724370555313271	0.009082756581176826	-0.034137019910275186	-0.09604636999005722	-0.15629644136944967
97	0.013147988664986659	0.06316793858156163	-0.002856340878141669	-0.05599960126154875	-0.0030118426879943232	-0.02389205242066638
98	0.01931833126123032	0.011241500145954745	-0.01038332259929576	-0.005976314443534808	-0.02634506829074775	0.0690197541312346
99	-0.040441143261355984	0.008556257926069814	-0.0037599169001985024	-0.030590103264090805	-0.03484507390964835	-0.038070575134723554
100	-0.04084431812435817	0.024289823228476174	-0.016716770617289	-0.04458393401739083	-0.09294755707176355	-0.1938192056759816
101	0.1089484711786563	-0.05005412983058988	-0.01512724171893958	0.018510013501570447	-0.010210242185523025	0.017317483828828
102	0.03882230770156738	0.03867199635471091	-0.05327925198803252	-0.043894713553776186	-0.016557931156540247	-0.2881235249307455
103	0.0231036955348236	0.024169545833382326	-0.02822743473551722	-0.06501637156846517	-0.05464825992244016	-0.19129400171889635
104	0.07540047967764898	0.2725433097091178	0.21510085601521778	0.11097364879631309	0.17252254151473673	0.09258889164530391
105	0.012788955978060752	0.2667767834182252	-0.006701766551097386	0.03062878186736518	0.07890453177865109	-0.4889725266099582
106	-0.023033270891927974	0.07216184382253948	0.04111315150126341	0.008530976675325364	8.973436328199119e-4	-0.03619195278375757
107	0.021372439771045366	0.052732371208462026	0.00978571849065022	-0.031040717359739508	0.02837527963865445	0.01623156824183684
108	-0.048634014720774096	0.018101031080587422	-0.021099228973711626	-0.0411898683720483	-0.03217203662545722	-0.16911843190387876
109	0.028686962232791567	0.26846922945471746	0.0211919215797841	0.15608948641139506	0.11525658604734264	0.018557831719392594
110	0.011582205576076234	0.037636671360861566	0.010493041422012104	0.0024689138877156337	-0.036604830130162795	-0.07768999161924182
111	0.049723005597133406	-0.0015568069321818833	-0.05937742339701151	-0.02766494753898721	0.020713374165586274	-0.08062873975000612
112	0.1680001908132349	0.04136789727374598	-0.027818634004611965	-0.03193320365692602	-0.011606185820986662	-0.08455037312592964
113	-0.009868262076077975	0.07850540156994655	-0.07013128830555074	-0.053265348788285816	-0.08439467778361621	-0.11543910648342758
114	-0.004666728257461732	0.07802963019524682	-0.029398656918510957	-0.056562587212615305	-0.0035594928250360365	-0.033141335362289824
115	-0.03003541178103358	0.04657598938905773	8.383479164530131e-4	-0.025338481010724997	-0.019109679881032977	-0.04761279450666775
116	-0.025221374219084804	0.13165891767085133	-0.07601790389230699	-0.08469439349717311	-0.12511321440577913	-0.21245749843002415
117	-0.022421405114940278	0.06956615053104392	-0.07242725419680489	-0.05741754208478048	0.0033373494920116574	-0.21315165485359308
118	-0.03933119509445503	0.0812694592429784	-0.028192241376990803	-0.05743353793504462	-0.03590553501106114	-0.10764012967868386
119	-0.04048277322450595	0.0944867690768239	-0.027392508877899072	-0.042255578604814006	-0.07566913203996081	-0.2910219272896558
120	-0.016001037140168844	0.08874402468023486	0.03002106922824453	-0.008004016760892305	-0.1288981678342297	-0.30681166649182073
121	0.14755582538710238	0.204826033388244	0.11458088266587196	0.1679948100944766	0.09619224606450269	0.251702900689794
122	0.004736982884924478	0.12211719436948582	0.05458044191382377	0.11959632930401605	0.10423976908988528	0.34147740806815097
146	0.013123128681658316	0.07923694400529117	0.1929020404597895	0.1996283838294985	0.15275870615650275	0.5118424665053048
147	0.022914394097174138	0.22257373835424693	0.05692995129670562	0.06866977200149602	0.2690547260658424	0.3938417245233604
148	0.10406429333586409	0.27319931621288607	0.0719444787258865	0.06242187315712852	0.17462390755124732	-0.22417542640190916
150	-0.010665822504047734	0.13313154892192416	0.11553156695054959	0.1886490453791708	0.057320570194453004	0.07013724091016445
151	3.7063528614059615e-4	0.10149759298856276	-0.03044429216835879	-0.010082022104004608	0.022084485895053445	-0.0753208305174513
152	0.04489113797153034	-0.031905791715465155	0.016009907334030543	-0.001215742653162133	-0.06709029934360006	0.028644305937113486
153	0.017623251513838315	0.08260959792198824	-0.023979919840891397	-0.002210608411297977	-0.06979331134056804	-0.12400859845703263
154	0.018138216655504105	0.15520439087521223	-0.062116952884301836	-0.10014759388036837	-0.14509545132351057	-0.2891725448452803
155	-0.02726054906741826	0.08996712114319169	-0.043576489549808604	-0.01692320390079062	0.003370231706453651	-0.055396490154118315
156	-0.04550047125667132	0.029995604866420927	-0.007464679442070013	-0.003334440621516461	-0.017961756612117147	-0.04435448218440251
157	-0.02305486934488701	-0.032122231672773394	-0.07476729512201075	-0.07612110978378248	0.031611073049687514	-0.07160160538177149
158	-0.04135188640520887	0.1374115143507166	-0.01772698823338411	-0.060753345703305844	-0.055353919723948236	-0.2833889796632208
159	0.018339416674908262	0.06154352640190174	-0.028610833033677716	-0.05023718697968071	-0.05383328206103303	-0.17845837425781716
160	-0.009036314254434118	-0.017212572785059655	0.0056741839591236435	-0.004943912764232107	-0.013654336462308778	-0.15820630942256342
161	-0.033561356309677944	0.07095681290104484	0.00998411252175512	-0.057771001558949375	-0.035312684083139805	-0.08109399292302216
162	0.08908634803448268	0.029090065643152967	0.10207746164275806	0.09488762254868836	-0.018835628885087528	-0.0033489165049168422
163	-0.014708486651268303	0.14586060873298476	-0.04599581766764436	-0.045182168201047694	-0.0427633857814723	-0.14018347585053917
164	0.013830102024498022	0.17729100762656158	-0.04660513258681271	-0.01866292874283241	-0.01480292646781722	-0.3119624961975301
165	-0.017237902725706623	0.19985871780189735	-0.054656946289142076	-0.0718609187263936	-0.0962803688689935	-0.23516721245774402
166	0.05448021233704323	0.08598379673841153	-0.0770917499979928	-0.027678468274455324	-0.031595150593093806	-0.164535774769401
167	0.013143119369810396	0.0830122108628228	-0.03255089544544408	-0.07194528477517118	-0.02960827726914282	-0.23775168289911464
168	0.022419429808588208	-0.01451513871645795	-0.04701030994851291	-0.025740426086221745	-0.037735630664416174	-0.04039528137368408
169	-0.03833972821289119	-0.023872294967154612	-0.0011130082364230432	-1.0951048662473394e-5	-0.030123422687399478	-0.010746507437935707
170	-0.0023721170758793275	-0.009810466107431767	-0.026046072289816386	0.02113471129501258	0.013485391507842502	0.017838295126925547
171	0.04489184565216863	-0.016402288318297476	-0.01858693811639204	-0.04517553446019684	0.011740535268904556	-0.03508022236889826
172	-0.008137798206474608	0.07653729890689154	-0.011356250245836853	-0.025320633357804795	-0.05798626343810788	0.010743559150310954
173	-0.014203932640816472	0.07400574465931478	-0.049349847677881906	-0.05142537804600945	-0.059196852757069325	-0.011604036324092378
174	0.03905841089497362	-0.02349700396305591	0.033721020870580806	0.03794215401285293	-0.013493515677470744	0.0031966759993021336
175	0.046725638994646886	0.007495174671397303	-0.0502573855744554	-0.038873226574708715	0.003132869132220741	-0.10690635704653748
176	0.011771727986231486	0.024616924741065794	-0.04671308047201431	-0.04248266413937776	-0.05845934491980738	-0.05213975410942216
177	-0.006266807018976236	0.015175062832768474	-0.013852183515476289	-0.004564091914923654	-0.019784114778566383	-0.08966014223362179
178	-0.030092559920004903	0.10613990445019422	0.02166460095562239	-0.012834747375370508	-0.07400449859470105	-0.2872108081110488
179	0.004270005642438789	0.020152829006187502	-0.04520404293910345	-0.06679553990174435	0.017589977127185862	-0.07140742085412471
180	0.04801657983787956	0.038473151025312326	-0.024400124107407307	0.008576475232802352	-0.042585098587623056	-0.07836083234460028
181	-0.01917572232474956	-0.027045984392252802	0.033764582723935566	-0.001808271534507582	-0.009723330050346514	0.024127498460790424
182	-0.00851497122024981	0.06910841077108976	-0.027204310772946414	-0.05646062396141139	-0.1290875966363465	-0.26264267679183817
183	0.01673201335271619	3.682975179000548e-4	-0.03154934636578612	-0.013303710368903234	-0.008291210968724148	0.015278203406565417
184	-0.01917428653324386	0.04273419584409183	-0.03258332969079588	-0.04584638189093464	0.02276874696349822	-0.055280189504079855
185	0.09192145457212274	0.0985805501932793	-0.04677040653739089	-0.018478242269117377	0.049711129583507756	0.021275567718134186
186	0.04495305668487849	0.03195944787717547	-0.05128916093773793	-0.036695327316570284	-0.0638505992618426	-0.21356259832519714
187	-0.022237064335643132	0.07948684066502196	-0.03858070379513845	-0.037693016015378604	-0.009979633350835565	-0.34285497892957917
188	-0.06477104211883737	0.03926365499428786	-0.045358930543588916	0.0016588861718536665	-0.039670598438358254	0.1272552386610817
189	-0.011270134867912304	0.026562409750153195	0.00867242830169752	0.018611891596198634	0.043585592037828344	0.01406686935358889
190	-0.008690478544735685	0.10378620287921794	-0.039879093422568616	-0.03275131072212122	6.875804812681382e-4	-0.03181159944659783
191	0.02686844117133866	0.027520107879467143	0.013047461864295057	-0.01967176030671442	-0.004414520153890788	0.020091993710162844
192	0.01112638564318867	0.04686514413535204	0.021019331526008204	0.017818816792924828	-0.0032720355728047706	-0.06257164552191419
193	0.07301899007987186	0.1512898205922255	-0.05378608732425711	-0.08028719687512191	-0.09791696046035131	-0.47706059812980395
194	-0.043741744788847854	0.0020078351441746856	-0.04108238993526084	-0.043162928563930836	-0.030472247236875177	-0.09144692121562088
195	-0.018067690143613643	0.042994733104297765	-0.008355785276475722	-0.07933478781891078	-0.008009330473072689	-0.31543444894974504
196	-0.020627281275038965	-0.00883423723018957	0.024913734119092024	-0.048374596686821064	-0.030044321974108636	-0.17460359688668892
197	0.038506614217190614	0.042530197991882644	0.00618907135353398	-0.012603698930943484	-0.012071566199863788	-0.10714319112532447
198	0.03888312159684756	0.06298038315022667	-0.023091779876417508	-0.0292049295353214	0.014919883328022807	-0.049405824421714616
199	-0.05393345218630926	0.09955924488681407	-0.039757965957353286	-0.022506942805016195	0.002217822593981509	-0.32792945241673405
200	-0.037522057670471745	0.06748810739284694	-0.04282602369759546	-0.1141008623595258	-0.13195685549459688	-0.30533870518442774
201	0.03655218109850095	0.07750519818300722	-0.034133251471536605	-0.05302997738181122	-0.025664418240673618	-0.037334229148814464
202	-0.02390661831208722	0.046506403652521774	0.003883831680384478	-0.032108912379042474	0.06757980837959095	-0.0036665525948181626
203	-0.0564049338756296	0.02628093669095642	-0.037417303776599284	-0.015947624480526723	0.036848652549463935	0.0646053262731366
204	0.04500196176443884	0.015292019672146027	0.01916291991133822	0.012313730020629065	-0.020690130804675046	-0.053183027484279624
205	0.003324503742929256	-0.02145918238807962	-0.0511338729925086	-0.06354500742671944	-0.07264788196175322	0.01637800427881538
206	-9.089014156527437e-4	0.057849210244150434	0.010291768902173084	-0.015006288576170665	0.07626951668819952	0.22695955511108717
207	0.016584051481972492	0.14417523361361714	0.03659924047468541	0.12085259402053262	0.21495104942039187	0.3334938911127002
208	0.03577987509720402	0.02183087780909184	-0.03610571064321934	-0.05625411836635661	0.052312895726107915	-0.030635604533704886
209	-0.008072243797014	0.09508017268906307	-0.049481545788863004	-0.05461864961842067	-0.0700746934481562	-0.1320640446606683
210	0.0036314302350787084	0.13336017102011874	-0.04713375659785104	-0.058860141005442575	-0.04804215560173917	-0.24150593725025038
211	0.055849772989478456	0.1061521928346948	-0.0346638261911423	-0.03545748317870615	0.003552663825977848	-0.014286258283288856
212	-0.0058805674484264745	0.13962055641425689	-0.025801158479099764	-0.02660406413968937	-0.037442577847642926	-0.13105604454300804
213	0.022177014418418066	-0.01194583738229134	-0.04228539167372612	-0.06794934530103766	-0.031206959223224674	0.007961842340073789
214	-0.005111639282226147	0.04777158934263737	0.025034261656337077	0.012387812938990128	0.017770247494313714	-0.025585830604052284
215	0.0017941783935108949	0.12165802553547493	-0.029550154799591645	-0.05223912871573479	-0.041710607174559815	-0.30536098091769104
216	0.002950113917768612	0.12806397929060456	-0.061728247197168934	-0.054405400999600784	-0.03780657859094462	-0.12811105935991973
217	-0.015036980490686691	0.08231905921258731	-0.042035922758288644	-0.05828689043452104	-0.0624971858808312	-0.10021800068980091
218	-0.04850174396707872	0.114335464515674	-0.02981374059140599	-0.016155242312817078	-0.06570576386567567	-0.2023262729978617
219	-0.039818393998240324	0.1266089277100451	-0.00478469100471942	-0.013843786090449516	-0.098609753735844	-0.2610286348934918
220	-0.012092624090883554	0.03058222779478165	0.005567994789142491	-0.009030553854753518	-0.02582406468483928	-0.210473553947417
221	-0.037770088296687834	0.05292716914006254	-0.02977318514145405	-0.014883554039695598	-0.028726829453142772	-0.0969547816185498
222	-0.01931033418635171	0.006645302269397077	-0.002952901906096614	-0.008109041001710409	-0.06019983194628905	-0.06820506944220085
223	0.004253035703874218	-2.7839208751344986e-4	-0.02421750657710647	-0.021625706753478333	-0.025400127088649138	-0.04437051970166201
224	0.06383354235302412	0.055707185555305544	0.0034167809092939404	0.05733106019046131	0.017307666205817834	-0.03825939170859147
225	-0.0019954686065410503	0.014523277904275765	0.019582136764985936	0.020657468594201867	-0.013765474021065626	0.0570230451855167
226	-0.033541143739443724	0.041433765178902994	-0.013205088947903947	-0.009111362617104518	-8.170829804007645e-4	-0.09457337133641074
227	-0.021976996923323857	0.043063754324143895	-0.058797954311918664	0.018379534728435166	0.010144448989571328	-0.01367496995171402
228	-0.01113628597549323	0.050044446563411095	-0.010313393495969136	-0.06795983122426115	-0.06453331006517972	-0.03754351351660579
229	-0.03982926983857935	0.1610445458635541	-0.04574866017929697	-0.05364670241134419	-0.032628341716797696	-0.16229668272179631
230	-0.04635246233431748	0.023871204593199028	-0.022945994510504483	-0.013134351989468133	0.06175784349624597	-0.12960255115147562
231	-0.0024015289149801958	0.03836804702909856	7.397931051931076e-4	-0.038943335297317375	-0.050623497972389214	0.02330881159382649
232	0.017567293793461666	-0.008704969836539119	0.01776479487400001	0.022559256053028658	-0.05203950427799578	-0.18861514492581027
233	-0.004705407460547681	0.1096334874833105	-0.04068373838201864	-0.03928541150283595	-0.057798965190518845	0.21593550695350702
234	0.0031392783131452585	0.053679014918037074	-0.01993644966883299	-0.041751312798142724	-0.05356437985169774	0.059905677074202406
235	-0.031945290330006905	0.10410627287593985	-0.02001157074464963	-0.03987069781266325	-0.07246818087810777	-0.22532837366363834
236	0.026321089187080978	0.04375092212334026	-0.022534305886957953	-0.005746996919296024	0.0502978244312782	-0.05525499416356776
237	0.023946738025520574	0.03427205762052059	-0.03350055896481635	-0.03253489644703911	0.03764715780462659	-0.05734288409698812
238	-0.024499391402359214	0.03981109744949631	-0.06474801521025994	-0.07622950963884483	-0.06540869192799788	-0.12513062617072637
239	-0.008966972190442934	0.06292876461194813	-0.034101991195552794	-0.04012377492310233	-0.06158572257807427	-0.0983886138883808
240	-0.07133351201660891	0.036916204270046354	-0.012719830038595354	-0.05457178068193699	-0.026269088886941506	-0.0025562179105755685
241	-0.019758756854642665	0.07148334106316041	-0.0688389991956663	-0.09197560059783404	-0.05005832262022395	-0.18881771051620572
242	-0.06699701024638026	0.08251531336932981	-0.05936218067025608	-0.03689841707643979	0.031419073237433266	-0.29912429556378994
243	-0.03165409541560967	0.232834779113107	-0.03619177914053286	-0.04445318676597817	-0.0806100174309636	-0.21715241704668917
244	0.012674712257538046	0.17467875564590787	0.03867773229326097	0.025366909768598088	-0.018971795762374042	-0.2927229856686737
245	0.016282088480632763	-0.02621238886898759	-0.04785150232916988	-0.05505885664494918	0.027242522733256072	-0.13638763977008395
246	-0.046473413644485394	0.034181820351633224	-0.04358563941031546	-0.05656067759388754	0.0807707982816012	-0.03910257952142801
247	0.022227834646468807	-0.00799232601139052	-0.01991840122010513	-0.041209501905158895	-0.024577282954945937	-0.017763921495549305
248	-0.019473740765829813	-0.13553393033438782	-0.031704153340537646	-0.06209159785736364	-0.16398832731644308	-0.44162504839215927
249	0.07199080527890438	0.32867520417439705	0.19098117323971026	0.16369798385007422	0.0997378653063086	-0.18398273851991986
250	-0.02873809690346562	0.2867963772098598	-0.008591642434483477	0.05880211107894637	0.03637037311228955	0.4152039819036961
251	-0.0205155634674572	0.07805160505702367	-0.052208147197813116	-0.039610083179332393	-0.02602902374731422	-0.14891896281845327
252	-0.04302026710617694	0.13628282396667626	-0.013943448702988564	-0.056859942491604906	-0.052570410196393864	-0.059097780489332355
253	0.06101991474553338	0.06010154081433563	-0.013543221485997816	-0.09370945450954277	-0.10909435087570887	-0.1971553288600045
254	-0.00444559914581774	0.16093556153959224	-0.0179913674572756	-0.03572097579482526	-0.08674858575254969	-0.15834668588118858
255	-0.04504798615207617	0.014601155241818023	0.04936952354862519	-0.054797755228426	-0.05555686954120212	-0.22437171094298627
256	0.08705266691624886	0.23382342513238707	0.11233305956483089	0.15522626465913503	0.12960763456588562	0.20554665837733135
